,ADMINISTERING_IC,APPLICATION_TYPE,BUDGET_START,BUDGET_END,CORE_PROJECT_NUM,FY,SUPPORT_YEAR,TOTAL_COST,PMID,PubDate,PubTypeList,FullJournalName,GRID,GR_Star_year,GR_End_year,GR_Total_year,Pub_year,time_to_pub
16154,GM,1,6/1/10,5/31/11,R01GM087455,2010,1,288743.0,25875965,2015,['Journal Article'],PloS one,R01GM087455,2010,2011,1,2015,5
16155,GM,1,6/1/10,5/31/11,R01GM087455,2010,1,288743.0,25576918,2015 Feb 10,['Journal Article'],Oncotarget,R01GM087455,2010,2011,1,2015,5
16156,GM,1,6/1/10,5/31/11,R01GM087455,2010,1,288743.0,25287187,2015 Jan,['Journal Article'],"Traffic (Copenhagen, Denmark)",R01GM087455,2010,2011,1,2015,5
16157,GM,1,6/1/10,5/31/11,R01GM087455,2010,1,288743.0,25248744,2014 Nov 14,['Journal Article'],The Journal of biological chemistry,R01GM087455,2010,2011,1,2014,4
16158,GM,1,6/1/10,5/31/11,R01GM087455,2010,1,288743.0,24616098,2014 Apr 25,['Journal Article'],The Journal of biological chemistry,R01GM087455,2010,2011,1,2014,4
16159,GM,1,6/1/10,5/31/11,R01GM087455,2010,1,288743.0,24616098,2014 Apr 25,['Journal Article'],The Journal of biological chemistry,R01GM087455,2010,2011,1,2014,4
16160,GM,1,6/1/10,5/31/11,R01GM087455,2010,1,288743.0,24481818,2014 Apr 15,['Journal Article'],Journal of cell science,R01GM087455,2010,2011,1,2014,4
16161,GM,1,6/1/10,5/31/11,R01GM087455,2010,1,288743.0,24019528,2013 Oct 18,['Journal Article'],The Journal of biological chemistry,R01GM087455,2010,2011,1,2013,3
16162,GM,1,6/1/10,5/31/11,R01GM087455,2010,1,288743.0,23834433,2014 May 1,"['Journal Article', 'Review']",Antioxidants & redox signaling,R01GM087455,2010,2011,1,2014,4
16163,GM,1,6/1/10,5/31/11,R01GM087455,2010,1,288743.0,23596323,2013 Jun,['Journal Article'],Molecular biology of the cell,R01GM087455,2010,2011,1,2013,3
16164,GM,1,6/1/10,5/31/11,R01GM087455,2010,1,288743.0,22456504,2012 May,['Journal Article'],Molecular biology of the cell,R01GM087455,2010,2011,1,2012,2
16165,GM,1,6/1/10,5/31/11,R01GM087455,2010,1,288743.0,22331357,2012 Feb 1,['Journal Article'],Journal of cell science,R01GM087455,2010,2011,1,2012,2
16166,GM,1,6/1/10,5/31/11,R01GM087455,2010,1,288743.0,22284051,2012 May,['Journal Article'],"Traffic (Copenhagen, Denmark)",R01GM087455,2010,2011,1,2012,2
16167,GM,1,6/1/10,5/31/11,R01GM087455,2010,1,288743.0,21951725,2012 Jan,['Journal Article'],"Traffic (Copenhagen, Denmark)",R01GM087455,2010,2011,1,2012,2
16168,GM,1,6/1/10,5/31/11,R01GM087455,2010,1,288743.0,21067929,2011 Feb,"['Journal Article', 'Review']",Trends in cell biology,R01GM087455,2010,2011,1,2011,1
16169,GM,1,6/1/10,5/31/11,R01GM087455,2010,1,288743.0,20801876,2010 Oct 15,['Journal Article'],The Journal of biological chemistry,R01GM087455,2010,2011,1,2010,0
16170,GM,1,3/10/10,1/31/11,R01GM087469,2010,1,289750.0,23046381,2012 Nov-Dec,"['Journal Article', 'Review']",Critical reviews in biochemistry and molecular biology,R01GM087469,2010,2011,1,2012,2
16171,GM,1,7/1/10,6/30/11,R01GM087484,2010,1,279015.0,26797125,2016 Mar 18,['Journal Article'],The Journal of biological chemistry,R01GM087484,2010,2011,1,2016,6
16172,GM,1,7/1/10,6/30/11,R01GM087484,2010,1,279015.0,25478721,2014 Dec 30,['Journal Article'],Biochemistry,R01GM087484,2010,2011,1,2014,4
16173,GM,1,7/1/10,6/30/11,R01GM087484,2010,1,279015.0,24761828,2014 May 14,['Journal Article'],Journal of the American Chemical Society,R01GM087484,2010,2011,1,2014,4
16174,GM,1,5/1/10,4/30/11,R01GM087507,2010,1,292500.0,22006335,2011 Nov 1,['Journal Article'],Proceedings of the National Academy of Sciences of the United States of America,R01GM087507,2010,2011,1,2011,1
16175,GM,1,8/1/10,7/31/11,R01GM087544,2010,1,327015.0,27044110,2016 Apr 19,['Journal Article'],Proceedings of the National Academy of Sciences of the United States of America,R01GM087544,2010,2011,1,2016,6
16176,GM,1,8/1/10,7/31/11,R01GM087544,2010,1,327015.0,25849926,2015 Apr,"['Journal Article', 'Review']",Biochemical Society transactions,R01GM087544,2010,2011,1,2015,5
16177,GM,1,8/1/10,7/31/11,R01GM087544,2010,1,327015.0,25773595,2015 Apr 2,['Journal Article'],Molecular cell,R01GM087544,2010,2011,1,2015,5
16178,GM,1,8/1/10,7/31/11,R01GM087544,2010,1,327015.0,25371237,2014 Nov 5,['Journal Article'],BMC biology,R01GM087544,2010,2011,1,2014,4
16179,GM,1,1/1/10,12/31/10,R01GM087558,2010,1,504960.0,23249734,2012 Dec 15,['Journal Article'],Genes & development,R01GM087558,2010,2010,0,2012,2
16180,GM,1,1/1/10,12/31/10,R01GM087558,2010,1,504960.0,22835462,2012 Oct,"['Journal Article', 'Review']",Current opinion in cell biology,R01GM087558,2010,2010,0,2012,2
16181,GM,1,1/1/10,12/31/10,R01GM087558,2010,1,504960.0,21730140,2011 Jul 19,['Journal Article'],Proceedings of the National Academy of Sciences of the United States of America,R01GM087558,2010,2010,0,2011,1
16182,GM,1,1/15/10,12/31/10,R01GM087575,2010,1,297502.0,26759174,2016 Mar 1,['Journal Article'],Journal of cell science,R01GM087575,2010,2010,0,2016,6
16183,GM,1,1/15/10,12/31/10,R01GM087575,2010,1,297502.0,22184201,2011 Dec 26,['Journal Article'],The Journal of cell biology,R01GM087575,2010,2010,0,2011,1
16184,GM,1,4/15/10,2/28/11,R01GM087581,2010,1,274658.0,24961720,2014 Jun 24,"['Journal Article', 'Review']",Current protocols in nucleic acid chemistry,R01GM087581,2010,2011,1,2014,4
16185,GM,1,4/15/10,2/28/11,R01GM087581,2010,1,274658.0,24902624,2014 Jun 18,['Journal Article'],Journal of the American Chemical Society,R01GM087581,2010,2011,1,2014,4
16186,GM,1,4/15/10,2/28/11,R01GM087581,2010,1,274658.0,24325399,2013 Dec 18,['Journal Article'],Journal of the American Chemical Society,R01GM087581,2010,2011,1,2013,3
16187,GM,1,4/15/10,2/28/11,R01GM087581,2010,1,274658.0,24087949,2013 Oct 18,['Journal Article'],The Journal of organic chemistry,R01GM087581,2010,2011,1,2013,3
16188,GM,1,4/15/10,2/28/11,R01GM087581,2010,1,274658.0,24000770,2013 Sep 20,['Journal Article'],Organic letters,R01GM087581,2010,2011,1,2013,3
16189,GM,1,4/15/10,2/28/11,R01GM087581,2010,1,274658.0,22790118,2013 May 14,['Journal Article'],"Chemical communications (Cambridge, England)",R01GM087581,2010,2011,1,2013,3
16190,GM,1,4/15/10,2/28/11,R01GM087581,2010,1,274658.0,22615263,2012 Jul 2,['Journal Article'],Angewandte Chemie (International ed. in English),R01GM087581,2010,2011,1,2012,2
16191,GM,1,4/15/10,2/28/11,R01GM087581,2010,1,274658.0,22515351,2012 May 2,['Journal Article'],Journal of the American Chemical Society,R01GM087581,2010,2011,1,2012,2
16192,GM,1,4/15/10,2/28/11,R01GM087581,2010,1,274658.0,21842847,2011 Sep 16,['Journal Article'],The Journal of organic chemistry,R01GM087581,2010,2011,1,2011,1
16193,GM,1,4/15/10,2/28/11,R01GM087581,2010,1,274658.0,21739552,2011 Aug 22,['Journal Article'],Angewandte Chemie (International ed. in English),R01GM087581,2010,2011,1,2011,1
16194,GM,1,4/15/10,2/28/11,R01GM087581,2010,1,274658.0,21504208,2011 May 20,['Journal Article'],Organic letters,R01GM087581,2010,2011,1,2011,1
16195,GM,1,4/15/10,2/28/11,R01GM087581,2010,1,274658.0,20882977,2010 Oct 27,['Journal Article'],Journal of the American Chemical Society,R01GM087581,2010,2011,1,2010,0
16196,GM,1,4/15/10,2/28/11,R01GM087581,2010,1,274658.0,20687551,2010 Sep 1,['Journal Article'],Journal of the American Chemical Society,R01GM087581,2010,2011,1,2010,0
16197,GM,1,7/15/10,6/30/11,R01GM087600,2010,1,261376.0,26197948,2015 Dec,['Journal Article'],The Journal of surgical research,R01GM087600,2010,2011,1,2015,5
16198,GM,1,7/15/10,6/30/11,R01GM087600,2010,1,261376.0,24096388,2014 Apr,['Journal Article'],"Biostatistics (Oxford, England)",R01GM087600,2010,2011,1,2014,4
16199,GM,1,7/15/10,6/30/11,R01GM087600,2010,1,261376.0,23625862,2013 Oct 15,['Journal Article'],Statistics in medicine,R01GM087600,2010,2011,1,2013,3
16200,GM,1,9/30/10,7/31/11,R01GM087605,2010,1,293168.0,23895411,2013 Sep 6,['Journal Article'],The Journal of organic chemistry,R01GM087605,2010,2011,1,2013,3
16201,GM,1,9/30/10,7/31/11,R01GM087605,2010,1,293168.0,23245626,2013 Jan 18,['Journal Article'],The Journal of organic chemistry,R01GM087605,2010,2011,1,2013,3
16202,GM,1,9/30/10,7/31/11,R01GM087605,2010,1,293168.0,22974264,2012 Sep 26,['Journal Article'],Journal of the American Chemical Society,R01GM087605,2010,2011,1,2012,2
16203,GM,1,9/30/10,7/31/11,R01GM087605,2010,1,293168.0,22839593,2012 Aug 17,['Journal Article'],Organic letters,R01GM087605,2010,2011,1,2012,2
16204,GM,1,9/30/10,7/31/11,R01GM087605,2010,1,293168.0,22287059,2012 Mar 5,['Journal Article'],Angewandte Chemie (International ed. in English),R01GM087605,2010,2011,1,2012,2
16205,GM,1,9/30/10,7/31/11,R01GM087605,2010,1,293168.0,22263870,2012 Feb 3,['Journal Article'],Organic letters,R01GM087605,2010,2011,1,2012,2
16206,GM,1,4/10/10,3/31/11,R01GM087628,2010,1,283718.0,22859984,2012,['Journal Article'],PloS one,R01GM087628,2010,2011,1,2012,2
16207,GM,1,9/1/10,7/31/11,R01GM087964,2010,1,273033.0,27077488,2016 Mar 24,['Journal Article'],Journal of visualized experiments : JoVE,R01GM087964,2010,2011,1,2016,6
16208,GM,1,9/1/10,7/31/11,R01GM087964,2010,1,273033.0,26942738,2016 May,['Journal Article'],Analytical and bioanalytical chemistry,R01GM087964,2010,2011,1,2016,6
16209,GM,1,9/1/10,7/31/11,R01GM087964,2010,1,273033.0,26688545,2016 Jan 19,['Journal Article'],Analytical chemistry,R01GM087964,2010,2011,1,2016,6
16210,GM,1,9/1/10,7/31/11,R01GM087964,2010,1,273033.0,26414177,2015 Oct 20,['Journal Article'],Analytical chemistry,R01GM087964,2010,2011,1,2015,5
16211,GM,1,9/1/10,7/31/11,R01GM087964,2010,1,273033.0,26402586,2016 Jan 21,['Journal Article'],The Analyst,R01GM087964,2010,2011,1,2016,6
16212,GM,1,9/1/10,7/31/11,R01GM087964,2010,1,273033.0,26211554,2015 Sep 4,['Journal Article'],Journal of proteome research,R01GM087964,2010,2011,1,2015,5
16213,GM,1,9/1/10,7/31/11,R01GM087964,2010,1,273033.0,26159569,2015 Sep,['Journal Article'],Analytical and bioanalytical chemistry,R01GM087964,2010,2011,1,2015,5
16214,GM,1,9/1/10,7/31/11,R01GM087964,2010,1,273033.0,25840812,2015 Jun,['Journal Article'],Journal of the American Society for Mass Spectrometry,R01GM087964,2010,2011,1,2015,5
16215,GM,1,9/1/10,7/31/11,R01GM087964,2010,1,273033.0,25733502,2015 May,['Journal Article'],Antimicrobial agents and chemotherapy,R01GM087964,2010,2011,1,2015,5
16216,GM,1,9/1/10,7/31/11,R01GM087964,2010,1,273033.0,25486925,2015 Mar,['Journal Article'],Analytical and bioanalytical chemistry,R01GM087964,2010,2011,1,2015,5
16217,GM,1,9/1/10,7/31/11,R01GM087964,2010,1,273033.0,25318460,2015 Mar,"['Evaluation Studies', 'Journal Article']",Analytical and bioanalytical chemistry,R01GM087964,2010,2011,1,2015,5
16218,GM,1,9/1/10,7/31/11,R01GM087964,2010,1,273033.0,25303475,2014 Nov 30,['Journal Article'],Rapid communications in mass spectrometry : RCM,R01GM087964,2010,2011,1,2014,4
16219,GM,1,9/1/10,7/31/11,R01GM087964,2010,1,273033.0,24744212,2014 Dec,['Journal Article'],Journal of the American Society for Mass Spectrometry,R01GM087964,2010,2011,1,2014,4
16220,GM,1,9/1/10,7/31/11,R01GM087964,2010,1,273033.0,24385399,2014 Mar,['Journal Article'],Journal of the American Society for Mass Spectrometry,R01GM087964,2010,2011,1,2014,4
16221,GM,1,9/1/10,7/31/11,R01GM087964,2010,1,273033.0,23715870,2013 Jul,['Journal Article'],Journal of the American Society for Mass Spectrometry,R01GM087964,2010,2011,1,2013,3
16222,GM,1,9/1/10,7/31/11,R01GM087964,2010,1,273033.0,23536269,2013 May,['Journal Article'],Journal of the American Society for Mass Spectrometry,R01GM087964,2010,2011,1,2013,3
16223,GM,1,9/1/10,7/31/11,R01GM087964,2010,1,273033.0,23237031,2013 Jan 15,['Journal Article'],Analytical chemistry,R01GM087964,2010,2011,1,2013,3
16224,GM,1,9/1/10,7/31/11,R01GM087964,2010,1,273033.0,23208743,2013 Jan,['Journal Article'],Journal of the American Society for Mass Spectrometry,R01GM087964,2010,2011,1,2013,3
16225,GM,1,9/1/10,7/31/11,R01GM087964,2010,1,273033.0,22095501,2011 Dec 15,['Journal Article'],Rapid communications in mass spectrometry : RCM,R01GM087964,2010,2011,1,2011,1
16226,GM,1,9/15/10,8/31/11,R01GM087998,2010,1,287310.0,26013847,2015 Jul 15,['Journal Article'],Bioorganic & medicinal chemistry letters,R01GM087998,2010,2011,1,2015,5
16227,GM,1,9/15/10,8/31/11,R01GM087998,2010,1,287310.0,24315195,2014 Jan 1,['Journal Article'],Bioorganic & medicinal chemistry,R01GM087998,2010,2011,1,2014,4
16228,GM,1,9/15/10,8/31/11,R01GM087998,2010,1,287310.0,22425565,2012 Apr 15,['Journal Article'],Bioorganic & medicinal chemistry letters,R01GM087998,2010,2011,1,2012,2
16229,GM,1,8/16/10,6/30/11,R01GM088041,2010,1,246319.0,25470533,2014 Dec,['Journal Article'],Zebrafish,R01GM088041,2010,2011,1,2014,4
16230,GM,1,7/1/10,5/31/11,R01GM088151,2010,1,283522.0,25447996,2014 Nov 17,['Journal Article'],Current biology : CB,R01GM088151,2010,2011,1,2014,4
16231,GM,1,4/15/10,3/31/11,R01GM088156,2010,1,302192.0,26556728,2016 Feb,['Journal Article'],Anesthesiology,R01GM088156,2010,2011,1,2016,6
16232,GM,1,9/30/10,8/31/11,R01GM088226,2010,1,255398.0,25969163,2015 Jul,"['Journal Article', 'Review']",Molecular bioSystems,R01GM088226,2010,2011,1,2015,5
16233,GM,1,9/30/10,8/31/11,R01GM088226,2010,1,255398.0,25961957,2015 Jun 5,['Journal Article'],Organic letters,R01GM088226,2010,2011,1,2015,5
16234,GM,1,9/30/10,8/31/11,R01GM088226,2010,1,255398.0,25047799,2014 Sep 21,['Journal Article'],Organic & biomolecular chemistry,R01GM088226,2010,2011,1,2014,4
16235,GM,1,9/30/10,8/31/11,R01GM088226,2010,1,255398.0,24658175,2014 May 14,['Journal Article'],"Chemical communications (Cambridge, England)",R01GM088226,2010,2011,1,2014,4
16236,GM,1,9/30/10,8/31/11,R01GM088226,2010,1,255398.0,23917226,2013 Oct,['Journal Article'],Molecular bioSystems,R01GM088226,2010,2011,1,2013,3
16237,GM,1,9/30/10,8/31/11,R01GM088226,2010,1,255398.0,23697786,2013 Jun 7,['Journal Article'],Organic letters,R01GM088226,2010,2011,1,2013,3
16238,GM,1,9/30/10,8/31/11,R01GM088226,2010,1,255398.0,23547844,2013,['Journal Article'],ACS chemical biology,R01GM088226,2010,2011,1,2013,3
16239,GM,1,9/30/10,8/31/11,R01GM088226,2010,1,255398.0,22681565,2012 Jul 6,['Journal Article'],Organic letters,R01GM088226,2010,2011,1,2012,2
16240,GM,1,9/30/10,8/31/11,R01GM088226,2010,1,255398.0,22100619,2012 Jan 1,['Journal Article'],Nitric oxide : biology and chemistry,R01GM088226,2010,2011,1,2012,2
16241,GM,1,9/30/10,8/31/11,R01GM088226,2010,1,255398.0,21898737,2011 Oct 24,['Journal Article'],Angewandte Chemie (International ed. in English),R01GM088226,2010,2011,1,2011,1
16242,GM,1,9/30/10,8/31/11,R01GM088226,2010,1,255398.0,21271725,2011 Mar 4,['Journal Article'],Organic letters,R01GM088226,2010,2011,1,2011,1
16243,GM,1,9/30/10,8/31/11,R01GM088226,2010,1,255398.0,21142018,2011 Jan 12,['Journal Article'],Journal of the American Chemical Society,R01GM088226,2010,2011,1,2011,1
16244,GM,1,9/30/10,8/31/11,R01GM088226,2010,1,255398.0,21080645,2010 Dec 17,['Journal Article'],Organic letters,R01GM088226,2010,2011,1,2010,0
16245,GM,1,9/30/10,8/31/11,R01GM088226,2010,1,255398.0,21036657,2011 Feb,"['Journal Article', 'Review']",Current opinion in chemical biology,R01GM088226,2010,2011,1,2011,1
16246,GM,1,4/5/10,3/31/11,R01GM088230,2010,1,295688.0,24914188,2014 Aug 15,['Journal Article'],Journal of bacteriology,R01GM088230,2010,2011,1,2014,4
16247,GM,1,7/19/10,5/31/11,R01GM088241,2010,1,275183.0,22105480,2011 Dec,['Journal Article'],Cell research,R01GM088241,2010,2011,1,2011,1
16248,GM,1,8/20/10,6/30/11,R01GM088244,2010,1,298431.0,26519161,2015 Oct 30,['Journal Article'],BMC genomics,R01GM088244,2010,2011,1,2015,5
16249,GM,1,9/30/10,8/31/11,R01GM088266,2010,1,285000.0,25585025,2015 Mar 27,['Journal Article'],Journal of natural products,R01GM088266,2010,2011,1,2015,5
16250,GM,1,9/30/10,8/31/11,R01GM088266,2010,1,285000.0,25409416,2014 Dec 11,['Journal Article'],Journal of medicinal chemistry,R01GM088266,2010,2011,1,2014,4
16251,GM,1,9/30/10,8/31/11,R01GM088266,2010,1,285000.0,23144724,2012,['Journal Article'],PloS one,R01GM088266,2010,2011,1,2012,2
16252,GM,1,9/30/10,8/31/11,R01GM088266,2010,1,285000.0,22694972,2012 Jul-Sep,['Journal Article'],Small GTPases,R01GM088266,2010,2011,1,2012,2
16253,GM,1,9/30/10,8/31/11,R01GM088266,2010,1,285000.0,22105357,2012 Jul 26,['Journal Article'],Oncogene,R01GM088266,2010,2011,1,2012,2
16254,GM,1,9/30/10,8/31/11,R01GM088266,2010,1,285000.0,21500817,2011 May 20,['Journal Article'],The Journal of organic chemistry,R01GM088266,2010,2011,1,2011,1
16255,GM,1,4/20/10,3/31/11,R01GM088269,2010,1,296442.0,25971691,2015 May 14,['Journal Article'],Nature communications,R01GM088269,2010,2011,1,2015,5
16256,GM,1,4/20/10,3/31/11,R01GM088269,2010,1,296442.0,25241745,2014 Sep 9,['Journal Article'],Stem cell reports,R01GM088269,2010,2011,1,2014,4
16257,GM,1,4/20/10,3/31/11,R01GM088269,2010,1,296442.0,23822514,2013 Aug,['Journal Article'],Journal of computational biology : a journal of computational molecular cell biology,R01GM088269,2010,2011,1,2013,3
16258,GM,1,9/6/10,8/31/11,R01GM088278,2010,1,343729.0,26680198,2015 Dec 18,['Journal Article'],"Science (New York, N.Y.)",R01GM088278,2010,2011,1,2015,5
16259,GM,1,9/6/10,8/31/11,R01GM088278,2010,1,343729.0,26503042,2015 Oct 29,['Journal Article'],Nature,R01GM088278,2010,2011,1,2015,5
16260,GM,1,9/6/10,8/31/11,R01GM088278,2010,1,343729.0,25035493,2014 Jul 18,['Journal Article'],"Science (New York, N.Y.)",R01GM088278,2010,2011,1,2014,4
16261,GM,1,5/1/10,4/30/11,R01GM088290,2010,1,268481.0,24292626,2014 Jan 31,['Journal Article'],"Science (New York, N.Y.)",R01GM088290,2010,2011,1,2014,4
16262,GM,1,5/1/10,4/30/11,R01GM088290,2010,1,268481.0,23163740,2013 Feb 15,['Journal Article'],ACS chemical biology,R01GM088290,2010,2011,1,2013,3
16263,GM,1,7/1/10,6/30/11,R01GM088303,2010,1,272963.0,26987779,2016 Mar 18,['Journal Article'],Scientific reports,R01GM088303,2010,2011,1,2016,6
16264,GM,1,7/1/10,6/30/11,R01GM088303,2010,1,272963.0,26348662,2015 Sep 8,['Journal Article'],Scientific reports,R01GM088303,2010,2011,1,2015,5
16265,GM,1,7/1/10,6/30/11,R01GM088303,2010,1,272963.0,26112464,2015 Oct,['Journal Article'],Biochimica et biophysica acta,R01GM088303,2010,2011,1,2015,5
16266,GM,1,7/1/10,6/30/11,R01GM088303,2010,1,272963.0,26011130,2015 Oct,['Journal Article'],"Bioelectrochemistry (Amsterdam, Netherlands)",R01GM088303,2010,2011,1,2015,5
16267,GM,1,7/1/10,6/30/11,R01GM088303,2010,1,272963.0,25707556,2015 Mar 15,['Journal Article'],Archives of biochemistry and biophysics,R01GM088303,2010,2011,1,2015,5
16268,GM,1,7/1/10,6/30/11,R01GM088303,2010,1,272963.0,25585279,2015 Apr,['Journal Article'],Biochimica et biophysica acta,R01GM088303,2010,2011,1,2015,5
16269,GM,1,7/1/10,6/30/11,R01GM088303,2010,1,272963.0,25212701,2015 Jun,['Journal Article'],"Bioelectrochemistry (Amsterdam, Netherlands)",R01GM088303,2010,2011,1,2015,5
16270,GM,1,7/1/10,6/30/11,R01GM088303,2010,1,272963.0,24978108,2014 Oct,['Journal Article'],Biochimica et biophysica acta,R01GM088303,2010,2011,1,2014,4
16271,GM,1,7/1/10,6/30/11,R01GM088303,2010,1,272963.0,24748074,2014 Nov,['Journal Article'],Cellular and molecular life sciences : CMLS,R01GM088303,2010,2011,1,2014,4
16272,GM,1,7/1/10,6/30/11,R01GM088303,2010,1,272963.0,24507565,2014 Dec,['Journal Article'],"Bioelectrochemistry (Amsterdam, Netherlands)",R01GM088303,2010,2011,1,2014,4
16273,GM,1,7/1/10,6/30/11,R01GM088303,2010,1,272963.0,24332942,2014 Jan 10,['Journal Article'],Biochemical and biophysical research communications,R01GM088303,2010,2011,1,2014,4
16274,GM,1,7/1/10,6/30/11,R01GM088303,2010,1,272963.0,23894630,2013,['Journal Article'],PloS one,R01GM088303,2010,2011,1,2013,3
16275,GM,1,7/1/10,6/30/11,R01GM088303,2010,1,272963.0,23777980,2013 Sep,['Journal Article'],Cell calcium,R01GM088303,2010,2011,1,2013,3
16276,GM,1,7/1/10,6/30/11,R01GM088303,2010,1,272963.0,23305510,2013 Jan,['Journal Article'],Journal of cellular and molecular medicine,R01GM088303,2010,2011,1,2013,3
16277,GM,1,7/1/10,6/30/11,R01GM088303,2010,1,272963.0,23220180,2013 Mar,['Journal Article'],Biochimica et biophysica acta,R01GM088303,2010,2011,1,2013,3
16278,GM,1,7/1/10,6/30/11,R01GM088303,2010,1,272963.0,22991075,2013 Feb,"['Comment', 'Letter']",Bioelectromagnetics,R01GM088303,2010,2011,1,2013,3
16279,GM,1,7/1/10,6/30/11,R01GM088303,2010,1,272963.0,22910297,2012 Nov 1,['Journal Article'],Archives of biochemistry and biophysics,R01GM088303,2010,2011,1,2012,2
16280,GM,1,7/1/10,6/30/11,R01GM088303,2010,1,272963.0,22638933,2012 Sep,['Journal Article'],The Journal of membrane biology,R01GM088303,2010,2011,1,2012,2
16281,GM,1,7/1/10,6/30/11,R01GM088303,2010,1,272963.0,22234846,2012 Sep,['Journal Article'],Bioelectromagnetics,R01GM088303,2010,2011,1,2012,2
16282,GM,1,7/1/10,6/30/11,R01GM088303,2010,1,272963.0,22213081,2012 Jul,['Journal Article'],Bioelectromagnetics,R01GM088303,2010,2011,1,2012,2
16283,GM,1,9/1/10,8/31/11,R01GM088317,2010,1,301255.0,25561709,2015 Mar,['Journal Article'],Infection and immunity,R01GM088317,2010,2011,1,2015,5
16284,GM,1,9/1/10,8/31/11,R01GM088317,2010,1,301255.0,25561709,2015 Mar,['Journal Article'],Infection and immunity,R01GM088317,2010,2011,1,2015,5
16285,GM,1,9/1/10,8/31/11,R01GM088317,2010,1,301255.0,25857711,2015 May 21,['Journal Article'],The Analyst,R01GM088317,2010,2011,1,2015,5
16286,GM,1,9/1/10,8/31/11,R01GM088317,2010,1,301255.0,24941108,2014 Jul 15,['Journal Article'],Analytical chemistry,R01GM088317,2010,2011,1,2014,4
16287,GM,1,9/1/10,8/31/11,R01GM088317,2010,1,301255.0,24723360,2014 Dec,['Journal Article'],Electrophoresis,R01GM088317,2010,2011,1,2014,4
16288,GM,1,9/1/10,8/31/11,R01GM088317,2010,1,301255.0,23611696,2013 May 21,['Journal Article'],Analytical chemistry,R01GM088317,2010,2011,1,2013,3
16289,GM,1,9/1/10,8/31/11,R01GM088317,2010,1,301255.0,23447535,2013 Apr 12,['Journal Article'],The Journal of biological chemistry,R01GM088317,2010,2011,1,2013,3
16290,GM,1,9/1/10,8/31/11,R01GM088317,2010,1,301255.0,23150667,2013 Jan 11,['Journal Article'],The Journal of biological chemistry,R01GM088317,2010,2011,1,2013,3
16291,GM,1,9/1/10,8/31/11,R01GM088317,2010,1,301255.0,23088311,2012 Nov 7,['Journal Article'],Journal of the American Chemical Society,R01GM088317,2010,2011,1,2012,2
16292,GM,1,9/1/10,8/31/11,R01GM088317,2010,1,301255.0,21948422,2011,['Journal Article'],"Methods in molecular biology (Clifton, N.J.)",R01GM088317,2010,2011,1,2011,1
16293,GM,1,9/1/10,8/31/11,R01GM088317,2010,1,301255.0,21524128,2011 Jun 15,"['Journal Article', 'Review']",Analytical chemistry,R01GM088317,2010,2011,1,2011,1
16294,GM,1,4/5/10,3/31/11,R01GM088342,2010,1,285000.0,26896798,2016 Mar 18,['Journal Article'],Nucleic acids research,R01GM088342,2010,2011,1,2016,6
16295,GM,1,4/5/10,3/31/11,R01GM088342,2010,1,285000.0,26821878,2016 Jan 28,['Journal Article'],Genome biology,R01GM088342,2010,2011,1,2016,6
16296,GM,1,4/5/10,3/31/11,R01GM088342,2010,1,285000.0,26578562,2015 Dec 15,"['Evaluation Studies', 'Journal Article']",Nucleic acids research,R01GM088342,2010,2011,1,2015,5
16297,GM,1,4/5/10,3/31/11,R01GM088342,2010,1,285000.0,25480548,2014 Dec 23,['Journal Article'],Proceedings of the National Academy of Sciences of the United States of America,R01GM088342,2010,2011,1,2014,4
16298,GM,1,4/5/10,3/31/11,R01GM088342,2010,1,285000.0,25398629,2015 Feb,['Journal Article'],Molecular biology and evolution,R01GM088342,2010,2011,1,2015,5
16299,GM,1,4/5/10,3/31/11,R01GM088342,2010,1,285000.0,24747190,2014 Apr,['Journal Article'],"Genomics, proteomics & bioinformatics",R01GM088342,2010,2011,1,2014,4
16300,GM,1,4/5/10,3/31/11,R01GM088342,2010,1,285000.0,23876401,2013 Jul 22,['Journal Article'],Genome biology,R01GM088342,2010,2011,1,2013,3
16301,GM,1,4/5/10,3/31/11,R01GM088342,2010,1,285000.0,22936691,2012 Oct 15,"['Journal Article', 'Review']",Human molecular genetics,R01GM088342,2010,2011,1,2012,2
16302,GM,1,4/5/10,3/31/11,R01GM088342,2010,1,285000.0,22266656,2012 Apr,['Journal Article'],Nucleic acids research,R01GM088342,2010,2011,1,2012,2
16303,GM,1,4/5/10,3/31/11,R01GM088342,2010,1,285000.0,22095823,2012 Jul-Aug,"['Journal Article', 'Review']",Wiley interdisciplinary reviews. RNA,R01GM088342,2010,2011,1,2012,2
16304,GM,1,4/5/10,3/31/11,R01GM088342,2010,1,285000.0,21282640,2011 Feb 15,['Journal Article'],Proceedings of the National Academy of Sciences of the United States of America,R01GM088342,2010,2011,1,2011,1
16305,GM,1,4/5/10,3/31/11,R01GM088342,2010,1,285000.0,21224255,2011 Mar 15,['Journal Article'],Human molecular genetics,R01GM088342,2010,2011,1,2011,1
16306,GM,1,4/5/10,3/31/11,R01GM088342,2010,1,285000.0,20864445,2011 Jan,"['Evaluation Studies', 'Journal Article']",Nucleic acids research,R01GM088342,2010,2011,1,2011,1
16307,GM,1,4/5/10,3/31/11,R01GM088342,2010,1,285000.0,20460271,2010 Aug 1,['Journal Article'],Human molecular genetics,R01GM088342,2010,2011,1,2010,0
